(Collecting) ep=    87 ep_reward_last=2.00 ep_reward_avg=1.20 ep_steps= 202 total_steps=  14561 loss=0.0000 eps=1.0000 fps=552.93
(Collecting) ep=    88 ep_reward_last=4.00 ep_reward_avg=1.50 ep_steps= 321 total_steps=  14868 loss=0.0000 eps=1.0000 fps=567.56
(Collecting) ep=    89 ep_reward_last=0.00 ep_reward_avg=1.50 ep_steps= 127 total_steps=  14981 loss=0.0000 eps=1.0000 fps=552.35
(Collecting) ep=    90 ep_reward_last=1.00 ep_reward_avg=1.20 ep_steps= 155 total_steps=  15122 loss=0.0000 eps=1.0000 fps=552.88
(Collecting) ep=    91 ep_reward_last=2.00 ep_reward_avg=1.00 ep_steps= 202 total_steps=  15310 loss=0.0000 eps=1.0000 fps=572.80
(Collecting) ep=    92 ep_reward_last=3.00 ep_reward_avg=1.30 ep_steps= 250 total_steps=  15546 loss=0.0000 eps=1.0000 fps=560.18
(Collecting) ep=    93 ep_reward_last=0.00 ep_reward_avg=1.30 ep_steps= 129 total_steps=  15661 loss=0.0000 eps=1.0000 fps=566.81
(Collecting) ep=    94 ep_reward_last=8.00 ep_reward_avg=2.00 ep_steps= 354 total_steps=  16001 loss=0.0000 eps=1.0000 fps=580.20
(Collecting) ep=    95 ep_reward_last=0.00 ep_reward_avg=2.00 ep_steps= 127 total_steps=  16114 loss=0.0000 eps=1.0000 fps=567.93
(Collecting) ep=    96 ep_reward_last=0.00 ep_reward_avg=2.00 ep_steps= 127 total_steps=  16227 loss=0.0000 eps=1.0000 fps=556.01
(Collecting) ep=    97 ep_reward_last=0.00 ep_reward_avg=1.80 ep_steps= 127 total_steps=  16340 loss=0.0000 eps=1.0000 fps=561.37
(Collecting) ep=    98 ep_reward_last=0.00 ep_reward_avg=1.40 ep_steps= 127 total_steps=  16453 loss=0.0000 eps=1.0000 fps=566.57
(Collecting) ep=    99 ep_reward_last=0.00 ep_reward_avg=1.40 ep_steps= 127 total_steps=  16566 loss=0.0000 eps=1.0000 fps=536.64
(Collecting) ep=   100 ep_reward_last=0.00 ep_reward_avg=1.30 ep_steps= 129 total_steps=  16681 loss=0.0000 eps=1.0000 fps=571.91
(Collecting) ep=   101 ep_reward_last=1.00 ep_reward_avg=1.20 ep_steps= 175 total_steps=  16842 loss=0.0000 eps=1.0000 fps=556.93
(Collecting) ep=   102 ep_reward_last=0.00 ep_reward_avg=0.90 ep_steps= 127 total_steps=  16955 loss=0.0000 eps=1.0000 fps=562.46
(Collecting) ep=   103 ep_reward_last=2.00 ep_reward_avg=1.10 ep_steps= 204 total_steps=  17145 loss=0.0000 eps=1.0000 fps=563.32
(Collecting) ep=   104 ep_reward_last=2.00 ep_reward_avg=0.50 ep_steps= 202 total_steps=  17333 loss=0.0000 eps=1.0000 fps=575.15
(Collecting) ep=   105 ep_reward_last=1.00 ep_reward_avg=0.60 ep_steps= 175 total_steps=  17494 loss=0.0000 eps=1.0000 fps=553.51
(Collecting) ep=   106 ep_reward_last=2.00 ep_reward_avg=0.80 ep_steps= 202 total_steps=  17682 loss=0.0000 eps=1.0000 fps=532.70
(Collecting) ep=   107 ep_reward_last=3.00 ep_reward_avg=1.10 ep_steps= 232 total_steps=  17900 loss=0.0000 eps=1.0000 fps=566.45
(Collecting) ep=   108 ep_reward_last=0.00 ep_reward_avg=1.10 ep_steps= 129 total_steps=  18015 loss=0.0000 eps=1.0000 fps=563.41
(Collecting) ep=   109 ep_reward_last=5.00 ep_reward_avg=1.60 ep_steps= 348 total_steps=  18349 loss=0.0000 eps=1.0000 fps=571.33
(Collecting) ep=   110 ep_reward_last=4.00 ep_reward_avg=2.00 ep_steps= 281 total_steps=  18616 loss=0.0000 eps=1.0000 fps=576.36
(Collecting) ep=   111 ep_reward_last=1.00 ep_reward_avg=2.00 ep_steps= 155 total_steps=  18757 loss=0.0000 eps=1.0000 fps=548.87
